Aaron
Chahder
Chahed
Chahid
Châhid
Chahîd
Chahin
Chahir
Chaker
Chakib
Chakir
Chalaby
Chamseddine
Chamsedin
Chaouqi
Charaf
Charafedin
Charef
Charif
Charlelie
Charlely
Charlemagne
Charles
Charles-Henri
Charles-Henry
Charlet
Charley
Charlie
Charlin
Charlot
Charly
Chawdeb
Chawki
Chawqi
Chazili
Chedad
Chedid
Chedli
Cheikh
Chekib
Chemoun
Chemour
Chemous
Chems
Cheneb
Cherif
Chihabeddine
Chiheb
Chihebedin
Childeric
Chisse
Choaib
Choaïb
Chokri
Chouaib
Chouaïb
Choukrallah
Choukri
Choukroullah
Chrétien
Chris
Christ
Christel
Christian
Christiano
Christophe
Christopher
Christos
Chrysostome
Cidonio
Cilian
Cilien
Cipriano
Ciro
Ckaëlig
Clair
Clarence
Clarent
Claude
Claudio
Claudius
Claudy
Claus
Clem
Clémens
Clément
Clemente
Clémentin
Clemmie
Clemmy
Cléo
Cléophas
Clet
Cliff
Clift
Clim
Clint
Clinton
Clive
Clotaire
Clovis
Clyff
Cognogan
Colas
Colin
Colombo
Côme
Como
Conan
Connan
Conog
Conogan
Conrad
Constant
Constantin
Constantine
Conzague
Corentin
Corneille
Cornelia
Cornelio
Cornelis
Cornelius
Cornely
Cornille
Cory
Cosima
Cosimo
Cosma
Costentino
Coustantin
Craig
Cristiano
Cristobal
Cristoforo
Cristol
Curd
Curt
Curtis
Cyprian
Cyprien
Cyr
Cyran
Cyriac
Cyrian
Cyriaque
Cyriel
Cyril
Cyrille
Cyrus
Cyrvan
Czeslas
Czeslaz
Dahman
Dalal
Dalil
Dalin
Dami
Damian
Damiano
Damien
Damir
Damon
Dan
Danial
Danick
Danie
Daniel
Danilo
Daniset
Danny
Dany
Daoud
Daphnis
Dar
Dare
Darel
Darell
Dari
Darin
Dario
Darius
Darlin
Darling
Darol
Darold
Darqawi
Darrell
Darrill
Darrol
Darroll
Darry
Darryl
Daryl
Daryle
Dauphin
Dave
David
Davide
Davis
Davor
Davy
Davys
Dawadi
Dawid
Dawy
Dayen
Dehy
Dehyat
Delf
Delphin
Delys
Démétrio
Démétrius
Demis
Demith
Deniel
Denielig
Denis
Dennis
Denoel
Denoelig
Denys
Deodat
Dereck
Derek
Derel
Derell
Derial
Derick
Derland
Derraji
Derral
Derrel
Derrell
Derry
Désiré
Desmond
Devlin
Devlyn
Dewi
Dhafir
Dhahir
Dhahiredin
Diaedin
Dick
Didier
Diego
Dierick
Dietbold
Dieter
Dieudonné
Dilan
Dimitri
Dimitry
Dino
Dionisio
Dionys
Dionysos
Dirk
Divi
Divy
Diya
Diyaeddine
Diyaelhaq
Diyaoulhaq
Djalal
Djallal
Djamal
Djamali
Djamel
Djamil
Djelloul
Djeloul
Djemaï
Djemal
Djemil
Domenico
Domingo
Domingos
Dominic
Dominick
Dominingo
Dominique
Domitien
Donal
Donald
Donatian
Donatien
Donato
Donovan
Dorell
Dorian
Doric
Dorig
Doris
Dorotéo
Dory
Doryan
Doufinet
Doug
Douglas
Doume
Doumenique
Doumy
Drif
Dris
Driss
Duarte
Dunc
Duncan
Dunchan
Dunnchad
Dunstan
Dwight
Dylan
Dylann
Dyonisius
Eamon
Earnest
Eberhad
Eberhard
Ebrard
Eddawy
Eddie
Eddy
Edelin
Edern
Edèse
Edgar
Edgard
Edib
Edilbert
Edim
Edmé
Edmond
Edmondo
Edmund
Edmundo
Edo
Edouard
Eduardo
Edward
Edwig
Edwin
Edwy
Edwyn
Efflam
Eflamm
Egide
Egidio
Ehoarn
Ehouarn
Elakhdar
Elarabi
Elardar
Elbert
Eldred
Eldric
Eldrick
Eléazar
Elhedi
Elian
Elias
Eliassa
Eliaz
Elie
Eliéser
Eliézer
Elio
Eliot
Eliott
Elise
Elisée
Eliseu
Elivah
Elliot
Elluin
Elme
Elmer
Eloan
Eloane
Eloi
Elouan
Elouane
Elouann
Elouen
Elphège
Elric
Elrick
Eluin
Elvin
Elvio
Elvis
Elvyn
Elwen
Elwenn
Elwin
Elwis
Elyéser
Elyézer
Elyse
Elysée
Emad
Emeric
Emerick
Emerik
Emerson
Emery
Emidio
Emil
Emile
Emilian
Emiliano
Emilien
Emilio
Emir
Emmanuel
Emmanuelle
Emmeran
Enaut
Enemer
Eneour
Enes
Engerand
Engilran
Enguerand
Enguerran
Enguerrand
Enky
Enock
Enogat
Enric
Enrick
Enrico
Enrique
Envel
Enzio
Enzo
Eozen
Eozenig
Eozenou
Ephrem
Eric
Erick
Erico
Erik
Erle
Ermin
Erminio
Ernaud
Ernest
Ernesto
Ernie
Erold
Erouan
Ervan
Erven
Erving
Erwan
Erwann
Erwen
Erwin
Esteban
Estevan
Estève
Ethelbert
Etienne
Ettore
Eude
Eudes
Eugène
Eulmi
Euriel
Eusèbe
Eutrope
Euxane
Evan
Evangelios
Evangelis
Evann
Even
Evode
Evrard
Evraud
Ewald
Ewan
Ewen
Exupère
Exuperi
Exuperien
Exupery
Ezèchiel
Ezéquiel
Fabian
Fabiano
Fabien
Fabio
Fabrice
Fabricien
Fabricio
Fabrizio
Facond
Facondo
Fadel
Fadi
Fadil
Fâdil
Fadl
Fadlallah
Fadlan
Fadledin
Fael
Fahd
Fahed
Fahil
Fahim
Faïd
Faïl
Faïq
Faissal
Faïssal
Faïz
Fakher
Fakhredin
Fakih
Falco
Falih
Falk
Fanch
Fantin
Faouz
Faouzi
Farah
Faraj
Fares
Farha
Farhane
Farhat
Farid
Faris
Farouk
Farouq
Faruk
Fassih
Fatah
Fateh
Faten
Fath
Fatheddine
Fathedin
Fathi
Fatih
Fatim
Fatine
Fatoun
Faust
Fauste
Faustin
Faustino
Fausto
Fawzi
Fayad
Fayçal
Fayek
Fayel
Fayez
Fayssal
Federico
Federigo
Fédérik
Fehd
Felice
Félicien
Felipe
Felix
Feliz
Felizan
Ferd
Ferdi
Ferdie
Ferdinand
Féréol
Fergal
Ferhat
Ferid
Ferkan
Fernand
Fernandino
Fernando
Ferrand
Ferrante
Férréol
Fettah
Fiacre
Fida
Fidel
Fidèle
Fidelio
Fidelius
Fied
Filip
Filipe
Filippo
Firmin
Flavian
Flavien
Flavio
Flavy
Fleury
Floréal
Florent
Florentin
Florenz
Florestan
Florian
Floribert
Florice
Florient
Florimond
Florin
Floris
Fodayl
Fodé
Fodil
Fortunat
Fortunato
Fortune
Fouad
Foudaïl
Foudeil
Foued
Foulques
Francelin
Frances
Francesco
Francet
Francis
Francisco
Francisque
Franck
Franckie
Francky
Franco
François
François-Henri
François-Joseph
François-Régis
François-Xavier
Francon
Francoun
Frank
Frankie
Franklin
Franky
Fransez
Fransezig
Frantz
Franz
Fred
Freddie
Freddy
Frederi
Frédéric
Frédérick
Frederico
Frédérik
Frédian
Fredien
Fredo
Fredy
Friedrich
Front
Fulbert
Furçy
Fursy
Gabi
Gabien
Gabin
Gabinien
Gabriel
Gabriele
Gabriello
Gabrielo
Gaby
Gacem
Gael
Gaël
Gaelig
Gaëlig
Gaetan
Gaëtan
Gaetano
Gaëtano
Gaïl
Galaaad
Galaad
Galahad
Galbert
Ganaël
Gandalf
Gandolfo
Gandolphe
Gareth
Garland
Garlen
Garlon
Garry
Gary
Gaspar
Gaspard
Gasparo
Gaston
Gastounet
Gatian
Gatien
Gauderic
Gauderice
Gauderick
Gaudry
Gaultier
Gauthier
Gautier
Gauvain
Gavain
Gavin
Gaya
Gayelord
Gaylor
Gaylord
Gebril
Gelin
Genes
Genest
Genies
Geniez
Genis
Genix
Gennaro
Gennero
Genseric
Geoffrey
Geoffroi
Geoffroy
Geofrey
George
Georges
Georgio
Georgius
Geori
Georice
Geory
Gérald
Géraldy
Gérard
Gérardin
Gérardo
Géraud
Gérault
Gerdy
Géremy
Gerhart
Geric
Germain
German
Germanio
Germano
Germinal
Gérome
Gérôme
Gerry
Gervais
Gery
Geslain
Ghaïdak
Ghaïs
Ghaïssan
Ghaïth
Ghaleb
Ghalib
Ghanem
Ghani
Ghassan
Ghassane
Ghazali
Ghazi
Gherardo
Ghiles
Ghislain
Ghiyas
Ghiyasseddine
Ghiyath
Ghodani
Gholemallah
Ghoran
Ghoufrane
Ghozeil
Ghozeïl
Ghyslain
Giaccobe
Giacomo
Gian
Giancarlo
Gian-Carlo
Gian-Franco
Giani
Gianni
Gibrian
Gibrien
Gil
Gilbert
Gilda
Gildas
Gildouin
Gilduen
Gilduin
Gilduoin
Gildwen
Gildwin
Gilian
Gilles
Gillian
Gillis
Gillou
Gilloun
Gilly
Giloun
Ginès
Ginest
Gino
Gioacchino
Gioachino
Giorgio
Giovan
Giovani
Giovanni
Girard
Girart
Giraud
Gireg
Gislain
Gismond
Giuliano
Giulio
Giuseppe
Giusseppe
Giustino
Gladys
Gleann
Glen
Glenn
Gobrian
Gobrien
Godebert
Godefroid
Godefroy
Godwin
Goffredo
Golven
Golvin
Gombri
Gomri
Gondolfo
Gondolphe
Gondulf
Goneri
Gonery
Gontran
Gonzague
Gordan
Gordon
Gore
Gorgon
Gouenou
Gouesnou
Goulch'an
Goulch'en
Goulien
Goulvan
Goulven
Goulwen
Goulwenig
Gourc'hoant
Gourgon
Govan
Govin
Govran
Gracien
Graciennne
Gracio
Graham
Gratien
Graziano
Grazio
Greg
Grégoire
Grégon
Grégor
Grégori
Grégorian
Gregorio
Grégory
Grigori
Gringoire
Gualbert
Gualterio
Guelor
Guénael
Guénaël
Guenara
Guenhaël
Guénolé
Guenou
Guenvaël
Guenwaël
Gueric
Guerric
Gueven
Guevin
Guewen
Guglielmo
Gui
Guido
Guigner
Guihen
Guilain
Guilan
Guilau
Guilduen
Guildwen
Guilhem
Guillaume
Guillermo
Guillian
Guillien
Guillot
Guirec
Guireg
Guislain
Guitou
Gulian
Gunnar
Gunter
Günter
Gunther
Günther
Günthiern
Gurval
Gurvan
Gurvana
Gurvand
Gurvane
Gurvanez
Gurvanig
Gurvann
Gurvant
Gurven
Gurwan
Gus
Gustav
Gustave
Gustin
Guy
Guylain
Gweltas
Gweltaz
Gwen
Gwenael
Gwenaël
Gwenal
Gwenc'hlan
Gwendal
Gwenégan
Gwenégann
Gwenhaël
Gwenn
Gwennegan
Gwennin
Gwennolé
Gwenole
Gwenou
Gwenvael
Gwenvaël
Gwenvel
Gwezheneg
Gwilherm
Habib
Habiballah
Habiboullah
Hachem
Hachemi
Hachim
Hachimi
Hadelin
Hadi
Hadiyatallah
Hadiyatoullah
Hadj
Hadrien
Hafed
Hafez
Haffad
Hafid
Hafiz
Hafs
Haïd
Haïda
Haïdar
Haïder
Haissam
Haïssam
Haitham
Haïtham
Hajir
Hajj
Hajjaj
Hakem
Hakim
Halim
Hamad
Hamadi
Hamdallah
Hamdan
Hamdane
Hamdoun
Hamed
Hamelin
Hami
Hamid
Hamidallah
Hamideddine
Hamidoullah
Hamil
Hamilcar
Hamilton
Hamim
Hamis
Hamlet
Hammad
Hammadi
Hammam
Hamon
Hamoud
Hamoudi
Hamza
Hanafi
Hanezala
Hani
Hanibal
Hanif
Hanin
Hank
Hannan
Hannibal
Hanoun
Hans
Haoues
Harald
Haran
Haris
Harith
Harn
Harnin
Harold
Haroun
Harry
Harrys
Hart
Harvey
Hary
Hasan
Hasib
Hassan
Hassane
Hassâne
Hassen
Hassib
Hassoun
Hatem
Hatim
Hawas
Hayel
Hayen
Haytem
Hazem
Hazim
Hebert
Hector
Hedelin
Hedhil
Hedi
Hedie
Hedil
Heinrich
Heinrick
Helarabi
Helarbi
Helder
Hélian
Héliodore
Hélios
Hellmut
Hellouin
Helmut
Helori
Helouri
Helwan
Hendric
Hendrick
Hénoch
Hénok
Henri
Henrick
Henrik
Henrique
Henry
Herbert
Heribert
Herle
Herluin
Herman
Hermance
Hermann
Hermant
Hermas
Hermenegild
Herménégild
Hermès
Hernan
Hernando
Hernin
Hervé
Herveig
Hervelin
Hervey
Hervie
Hervieu
Herwan
Hetem
Heykel
Hibetallah
Hicham
Hichem
Hider
Hikma
Hikmat
Hilaire
Hilal
Hildebert
Hildegard
Hilel
Hilmi
Himaya
Himayat
Himayatallah
Himayatoullah
Hippolyte
Hoarvian
Hocine
Hodheil
Hoel
Hoël
Hoëlic
Hoelig
Hoëlig
Hoëllenn
Homam
Honein
Honorat
Honorato
Honoré
Horace
Horacien
Horacio
Horatio
Hosn
Hosni
Hossam
Hossamedin
Hossan
Hossein
Hosseine
Hossin
Houari
Houcine
Houd
Houda
Houdâ
Houmaïd
Houmam
Houmeid
Hounain
Hounaïn
Hounein
Housni
Houssain
Houssaïn
Houssam
Houssameddine
Housseine
Houzaïfa
Houzeifa
Howard
Hubert
Hugo
Hugolin
Hugues
Humbert
Humberto
Hussein
Hyacinthe
Hygin
Iader
Ian
Ianis
Iann
Iannic
Iannick
Iannis
Ibrahim
Idir
Idris
Iérémie
Iffat
Ifig
Ignace
Ignatio
Ignaz
Ignazio
Igo
Igor
Ihab
Ihsane
Ihsen
Ijlal
Ijlel
Ike
Ikhlas
Ikram
Ikrima
Ilan
Ilario
Ildebert
Ilian
Ilias
Ilja
Illario
Ilyas
Imadeddine
Imam
Imdad
Imdadallah
Imdadoullah
Imran
Imrane
Imre
Imru
Inaya
Inayat
Indiana
Ingar
Ingmar
Ioan
Ioannis
Ion
Ionel
Ippolito
Iqbal
Irchad
Irched
Irènée
Irfane
Irlas
Irmin
Irvin
Irving
Irwan
Irwin
Isaac
Isaël
Isaïah
Isaïe
Ishak
Ishaq
Isice
Isidore
Isidorio
Isidro
Isis
Iskander
Islam
Islem
Isma
Ismael
Ismaël
Ismail
Ismaïl
Ismat
Ismet
Israel
Israël
Issa
Issam
Issamy
Itzac
Ivain
Ivan
Ivann
Ivi
Ivo
Ivon
Ivy
Iwan
Iwen
Iyad
Iyas
Izedin
Izzat
Jaafar
Jaber
Jabir
Jabur
Jacinto
Jack
Jackie
Jacky
Jacob
Jacobo
Jacopo
Jacquelyn
Jacquemin
Jacques
Jacquou
Jad
Jadallah
Jade
Jaël
Jafar
Jagu
Jahed
Jahid
Jahir
Jaïck
Jaime
Jakez
Jakob
Jakou
Jalal
Jalaleddine
Jalaledin
Jalil
Jalis
Jallal
Jaly
Jamal
Jamaleddine
Jamaledin
Jame
Jamel
Jameledin
James
Jamie
Jamil
Jamy
Jan
Janet
Janick
Janik
Janin
Janis
Jannick
Jannot
Janny
Janot
Janou
Janusz
Janvier
Jany
Janyck
Janys
Jaoua
Jaouad
Jaoued
Jaouen
Jaoven
Jared
Jarod
Jarred
Jarrod
Jasmin
Jason
Jaspar
Jasper
Jasser
Jassim
Javier
Jawad
Jayson
Jazil
Jean
Jean-Alain
Jean-Arthur
Jean-Baptiste
Jean-Bernard
Jean-Charles
Jean-Christophe
Jean-Chrysostome
Jean-Claude
Jean-Daniel
Jean-Denis
Jean-Edern
Jean-Eudes
Jean-Evan
Jean-François
Jean-François-Régis
Jean-Guy
Jeanick
Jean-Jacques
Jean-Louis
Jean-Loup
Jean-Luc
Jean-Marc
Jean-Marie
Jean-Marie-Vianney
Jean-Martial
Jean-Maurice
Jean-Maxime
Jean-Michel
Jeannick
Jean-Noël
Jeannot
Jeannou
Jeanny
Jeanot
Jean-Pascal
Jean-Patrick
Jean-Paul
Jean-Philippe
Jean-Pierre
Jean-Pol
Jean-Rémi
Jean-Rémy
Jean-René
Jean-Sébastien
Jean-Théophane
Jean-Yves
Jean-Yvon
Jebbar
Jebran
Jef
Jeferson
Jeff
Jefferson
Jeffrey
Jeffy
Jehan
Jelal
Jelel
Jelis
Jeloul
Jely
Jemil
Jeoffrey
Jérémi
Jérémie
Jérémy
Jérôme
Jéronimo
Jerry
Jesse
Jessie
Jessim
Jessy
Jésus
Jézabel
Jézekaël
Jézekel
Jibril
Jihad
Jihed
Jil
Jilali
Jilani
Jildas
Jildaz
Jili
Jillian
Jim
Jimmy
Jo
Joachim
Joackim
Joail
Joakim
Joan
Joanick
Joanis
Joann
Joannes
Joannick
Joanny
Joany
Joao
Joâo
Joaquim
Job
Jobeir
Jobic
Jobig
Jocelyn
Jocerand
Jody
Joé
Joë
Joeil
Joel
Joël
Joeri
Joéviane
Joévienne
Joévin
Joey
Joffray
Joffrey
Joffroy
Johad
Johan
Johanick
Johanis
Johann
Johannes
Johannick
Johanny
Johany
John
Johnna
Johnny
Jolan
Jolann
Jollan
Jonas
Jonatan
Jonathan
Jord
Jordan
Jordane
Jordi
Jordy
Jore
Jorel
Jores
Jorge
Jorgen
Jorgi
Joric
Jorick
Jorioz
Joris
Jorrick
Jorris
Jory
Jos
José
Joselito
Joseph
Joséphin
Joshua
Josian
Josic
Josick
Josik
Josquin
Joss
Josse
Josselin
Josselyn
Josserand
Josué
Josy
Jouan
Jouba
Joubair
Joubaïr
Joubeir
Jouda
Jounaïd
Jouneid
Jourdain
Jovan
Jovien
Joy
Joyce
Jozic
Juan
Juan-Carlos
Juanito
Juba
Jud
Juda
Jude
Judes
Judet
Judicael
Judicaël
Judikaël
Jughurta
Jules
Julian
Juliano
Julien
Julio
Julius
Julot
Juluan
Jurgen
Jürgen
Just
Juste
Justin
Justinien
Kacem
Kaci
Kacim
Kada
Kaddour
Kader
Kadir
Kaelic
Kaëlic
Kaëlig
Kafil
Kahtan
Kaïd
Kaïs
Kalvin
Kamal
Kamaleddine
Kamaledim
Kamel
Kamil
Kâmil
Kamîl
Kamredin
Karadeg
Karel
Karim
Karl
Karsten
Kaspar
Kassam
Kassem
Kay
Kaysar
Kazem
Kazim
Ké
Keiran
Keirian
Kelian
Kelig
Kellig
Kellyg
Kelvin
Kelyg
Kemaledin
Kemil
Ken
Kenaël
Kenan
Kenelm
Kenneth
Kenny
Kentin
Keny
Keran
Kérian
Kérien
Kerill
Kerman
Kerrian
Kerry
Kerryann
Kerst
Kerstin
Kervin
Kery
Keryan
Keryann
Kev
Kévan
Kéven
Kévin
Kévyn
Keyvan
Khaïrate
Khaldoun
Khaled
Khalid
Khalil
Khalilallah
Khaliloullah
Khalis
Khallil
Khatil
Khayam
Kheir
Kheirallah
Kheireddine
Kheiredim
Kheiredin
Kheiroullah
Khelifa
Khelil
Khodir
Khourchid
Kieran
Kilan
Kilian
Kilien
Killan
Killian
Killiany
Killien
Killyan
Kilyan
Kim
Kimberley
Kireg
Kirman
Klaus
Kléber
Klébert
Klemens
Kler
Klet
Klimka
Komri
Konan
